,city,population,violent_crime,murder,rape,robbery,assault,property_crime,burglary,larceny,gta,arson
0,Boulder City,16102,19,1,2,3,13,114,27,71,16,0
1,Carlin,2259,15,0,1,0,14,29,16,8,5,0
2,Henderson,317732,543,9,75,191,268,5554,907,4093,554,19
4,Lovelock,1806,6,0,1,0,5,39,12,24,3,0
5,Reno3,254349,1419,12,178,308,921,5344,822,3343,1179,15
6,Sparks3,106010,450,1,76,76,297,2426,513,1537,376,4
7,Winnemucca,7800,8,0,0,1,7,204,56,136,12,0
8,Yerington,3185,6,0,5,0,1,5,0,5,0,0
