,city,population,violent_crime,murder,rape,robbery,assault,property_crime,burglary,larceny,gta,arson
428,Tewksbury Township,5765,2,0,0,0,2,23,6,14,3,0
429,Tinton Falls,17506,8,0,0,4,4,243,7,227,9,0
430,Toms River Township,93836,72,1,13,18,40,1248,136,1070,42,3
431,Totowa,10754,15,0,1,2,12,166,16,134,16,0
432,Trenton,83457,937,15,70,300,552,1748,360,1142,246,11
433,Tuckerton,3370,1,0,0,0,1,36,7,23,6,0
434,Union Beach,5396,11,0,0,0,11,14,5,8,1,1
435,Union City,68459,193,0,12,52,129,1080,101,891,88,3
436,Union Township,58736,43,0,4,27,12,912,44,792,76,1
437,Upper Saddle River,8245,2,0,0,0,2,27,4,14,9,0
438,Ventnor City,9966,15,0,4,2,9,364,66,282,16,0
439,Vernon Township,21912,3,0,0,0,3,81,12,68,1,0
440,Verona,13355,1,0,0,0,1,49,5,39,5,0
441,Vineland,59860,211,1,32,55,123,1686,269,1375,42,8
442,Voorhees Township,29099,30,0,0,10,20,352,34,309,9,1
443,Waldwick,10240,2,0,0,0,2,57,5,48,4,0
444,Wallington,11568,9,0,0,2,7,143,6,124,13,1
445,Wall Township,25648,22,0,0,0,22,178,21,144,13,0
446,Wanaque,11772,4,0,1,0,3,34,2,27,5,0
447,Warren Township,15772,0,0,0,0,0,42,11,25,6,0
448,Washington,6453,8,0,0,0,8,44,9,33,2,0
449,"Washington Township, Bergen County",9219,1,0,0,0,1,19,1,14,4,0
450,"Washington Township, Gloucester County",47126,72,0,2,3,67,652,91,543,18,1
451,"Washington Township, Morris County",18296,12,0,3,0,9,80,13,63,4,0
452,"Washington Township, Warren County",6391,6,2,0,0,4,64,8,51,5,0
453,Watchung,6054,1,0,0,0,1,320,13,301,6,0
454,Waterford Township,10664,12,0,3,1,8,54,6,48,0,0
455,Wayne Township,53279,30,0,0,8,22,894,78,777,39,0
456,Weehawken Township,15115,22,0,5,4,13,231,41,178,12,0
457,Wenonah,2204,1,0,0,0,1,32,5,27,0,0
458,Westampton Township,8666,30,0,9,6,15,159,17,131,11,0
459,West Amwell Township,2727,1,0,0,0,1,27,3,23,1,0
460,West Caldwell Township,10840,2,0,1,0,1,54,7,42,5,1
461,West Cape May,1003,1,0,1,0,0,11,4,7,0,0
462,West Deptford Township,20902,16,0,1,7,8,244,57,167,20,0
463,Westfield,29688,4,0,0,2,2,141,9,112,20,0
464,West Long Branch,7889,0,0,0,0,0,89,7,75,7,0
465,West Milford Township,26287,13,0,2,1,10,127,18,104,5,1
466,West New York,53145,128,1,13,58,56,692,85,580,27,0
467,West Orange,47696,92,0,17,16,59,673,80,532,61,1
468,Westville,4128,9,0,1,1,7,120,29,84,7,0
469,West Wildwood,553,2,0,0,0,2,9,2,7,0,0
470,West Windsor Township,28026,11,0,0,4,7,310,46,259,5,2
471,Westwood,11129,0,0,0,0,0,75,23,49,3,0
472,Wharton,6417,10,0,0,3,7,57,9,47,1,0
473,Wildwood,4959,29,0,0,8,21,318,47,267,4,0
474,Wildwood Crest,3051,17,0,2,0,15,63,19,44,0,0
475,Willingboro Township,31920,102,5,13,25,59,421,114,274,33,3
476,Winfield Township,1507,0,0,0,0,0,9,3,6,0,0
477,Winslow Township,38390,67,0,3,13,51,492,99,345,48,6
478,Woodbridge Township,100125,111,2,13,24,72,1413,117,1197,99,1
479,Woodbury,9768,28,0,1,4,23,299,46,241,12,4
480,Woodbury Heights,2949,1,0,0,1,0,53,7,42,4,0
481,Woodcliff Lake,5853,2,0,0,1,1,29,4,25,0,0
482,Woodland Park,12657,14,0,1,0,13,167,18,136,13,0
483,Woodlynne,2901,12,0,0,3,9,55,5,45,5,0
484,Wood-Ridge,9328,1,0,0,0,1,45,1,43,1,0
485,Woodstown,3440,1,0,0,0,1,34,10,23,1,0
486,Woolwich Township,13075,2,0,1,1,0,54,5,45,4,1
487,Wyckoff Township,17030,5,0,2,0,3,81,10,64,7,0
